requirement_id,priority,implementation_status,source_document,source_line,source_section,text,verification_method,owner,release_gate,external_validation_status,waiver_status,waiver_expiration,implementation_files,test_ids,test_result_evidence_paths,dependency_ids,epic_ids,notes
PLTAPI-002,P0,NOT_STARTED,60-platform/600_api_guidelines.md,37,4. Normative requirements,Mutation requests shall include an idempotency key or be demonstrably naturally idempotent.,Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTAPI-002""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTAPI-003,P0,NOT_STARTED,60-platform/600_api_guidelines.md,38,4. Normative requirements,Conditional updates shall use version/ETag semantics and reject lost updates.,Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTAPI-003""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTAPI-004,P1,NOT_STARTED,60-platform/600_api_guidelines.md,39,4. Normative requirements,Pagination shall use opaque stable cursors and deterministic ordering.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTAPI-004""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTAPI-005,P1,IMPLEMENTED_UNVERIFIED,60-platform/600_api_guidelines.md,40,4. Normative requirements,"Error responses shall include stable code, message, trace/correlation ID, retryability, and field details when safe.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/api.py"",""schemas/openapi"",""services""]","[""tests/contract/test_api_contract.py::test_api_openapi_is_stable_unique_and_uses_server_side_auth""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTAPI-006,P1,NOT_STARTED,60-platform/600_api_guidelines.md,41,4. Normative requirements,Breaking API changes shall use a new major version and migration period.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTAPI-006""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTREST-001,P0,IMPLEMENTED_UNVERIFIED,60-platform/601_rest_api.md,36,4. Normative requirements,"The API shall provide create/read/list/update operations for projects, places, captures, entities, assertions, evidence, tasks, and consent where policy permits.",Automated test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/assets.py"",""src/sip/api.py"",""src/sip/audit.py"",""src/sip/security.py""]","[""tests/contract/test_api_contract.py::test_api_asset_operation_scene_round_trip"",""tests/contract/test_spatial_truth_api.py::test_assertion_reads_require_project_authorization_even_without_linked_evidence"",""tests/contract/test_spatial_truth_api.py::test_evidence_and_assertion_reads_enforce_server_side_audience_purpose_and_scope""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/unit.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTREST-002,P0,NOT_STARTED,60-platform/601_rest_api.md,37,4. Normative requirements,"The API shall provide operations for finalize capture, start pipeline, cancel job, publish scene commit, compare commits, request review, export, redact, and delete.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTREST-002""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTREST-003,P0,NOT_STARTED,60-platform/601_rest_api.md,38,4. Normative requirements,Search shall accept structured spatial/temporal/source filters and return explanation/provenance summaries.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTREST-003""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTREST-004,P1,IMPLEMENTED_UNVERIFIED,60-platform/601_rest_api.md,39,4. Normative requirements,"Asset URLs shall be short-lived, scoped to exact object/action, and audited for sensitive classes.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/assets.py"",""src/sip/api.py"",""src/sip/audit.py"",""src/sip/security.py""]","[""tests/unit/test_assets_policy.py::test_opssec_signed_asset_token_is_scoped_and_temporary""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/unit.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTREST-005,P1,IMPLEMENTED_UNVERIFIED,60-platform/601_rest_api.md,40,4. Normative requirements,"The API shall expose operation progress, warnings, outputs, quality, cost attribution, and terminal errors.",Automated test,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/assets.py"",""src/sip/api.py"",""src/sip/audit.py"",""src/sip/security.py""]","[""tests/contract/test_api_contract.py::test_api_asset_operation_scene_round_trip""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/unit.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTREST-006,P1,NOT_STARTED,60-platform/601_rest_api.md,41,4. Normative requirements,"Bulk endpoints shall be bounded, transactional where promised, and return per-item outcomes.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTREST-006""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTGRPC-001,P0,VERIFIED,60-platform/602_grpc_worker_api.md,36,4. Normative requirements,"A job lease shall include job/run ID, adapter/profile, input manifest, output staging scope, resource limits, deadline, cancellation token, and workload identity.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/worker_protocol.py"",""src/sip/worker_runtime.py"",""schemas/protobuf/worker.proto"",""schemas/jsonschema/worker-lease.schema.json""]","[""tests/contract/test_generated_contracts.py::test_worker_contracts_are_exposed_in_protobuf_typescript_and_python"",""tests/contract/test_worker_manifests.py::test_worker_manifests_are_immutable_least_privilege_and_cover_registry"",""tests/contract/test_worker_protocol.py::test_signed_worker_lease_binds_input_identity_capability_budget_and_deadline""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
PLTGRPC-002,P0,NOT_STARTED,60-platform/602_grpc_worker_api.md,37,4. Normative requirements,"Workers shall report startup, download, decode, stage progress, warnings, quality, checkpoints, resource use, and terminal result.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTGRPC-002""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTGRPC-003,P0,VERIFIED,60-platform/602_grpc_worker_api.md,38,4. Normative requirements,Heartbeat expiry shall release or quarantine the lease according to checkpoint safety.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/worker_protocol.py"",""src/sip/worker_runtime.py"",""schemas/protobuf/worker.proto"",""schemas/jsonschema/worker-lease.schema.json""]","[""tests/contract/test_worker_protocol.py::test_checkpoint_sequence_is_monotonic_and_expired_leases_reconcile""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
PLTGRPC-004,P1,VERIFIED,60-platform/602_grpc_worker_api.md,39,4. Normative requirements,The control plane shall verify output hashes and manifest before accepting completion.,Automated test,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/worker_protocol.py"",""src/sip/worker_runtime.py"",""schemas/protobuf/worker.proto"",""schemas/jsonschema/worker-lease.schema.json""]","[""tests/contract/test_infrastructure.py::test_compose_workers_have_private_staging_volumes"",""tests/contract/test_observability_infrastructure.py::test_workers_publish_metrics_without_broadening_compute_permissions"",""tests/contract/test_worker_manifests.py::test_production_worker_requires_exact_deployment_bindings"",""tests/contract/test_worker_protocol.py::test_control_plane_rejects_output_hash_mismatch""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
PLTGRPC-005,P1,VERIFIED,60-platform/602_grpc_worker_api.md,40,4. Normative requirements,Protocol mismatches shall fail before expensive work and never fall back to untyped execution.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/worker_protocol.py"",""src/sip/worker_runtime.py"",""schemas/protobuf/worker.proto"",""schemas/jsonschema/worker-lease.schema.json""]","[""tests/contract/test_worker_protocol.py::test_signed_worker_lease_binds_input_identity_capability_budget_and_deadline""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
PLTGRPC-006,P1,VERIFIED,60-platform/602_grpc_worker_api.md,41,4. Normative requirements,Workers shall support graceful cancellation at declared safe points.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/worker_protocol.py"",""src/sip/worker_runtime.py"",""schemas/protobuf/worker.proto"",""schemas/jsonschema/worker-lease.schema.json""]","[""tests/contract/test_worker_protocol.py::test_checkpoint_sequence_is_monotonic_and_expired_leases_reconcile""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
PLTEVENT-001,P0,NOT_STARTED,60-platform/603_event_catalog.md,36,4. Normative requirements,"The catalog shall cover project, capture, asset, pipeline, quality, scene, entity, evidence, review, consent, export, deletion, security, and billing-attribution domains.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTEVENT-001""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTEVENT-002,P0,NOT_STARTED,60-platform/603_event_catalog.md,37,4. Normative requirements,"Each event shall define producer, consumers, partition/ordering key, retry policy, retention, personal-data classification, and example.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTEVENT-002""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTEVENT-003,P0,NOT_STARTED,60-platform/603_event_catalog.md,38,4. Normative requirements,Consumers shall persist processed event IDs or use an equivalent idempotency mechanism.,Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTEVENT-003""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTEVENT-004,P1,NOT_STARTED,60-platform/603_event_catalog.md,39,4. Normative requirements,Schema registry validation shall run in CI and at publication boundaries.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTEVENT-004""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTEVENT-005,P1,NOT_STARTED,60-platform/603_event_catalog.md,40,4. Normative requirements,An event shall never assert success before its authoritative transaction commits.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTEVENT-005""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTEVENT-006,P1,NOT_STARTED,60-platform/603_event_catalog.md,41,4. Normative requirements,"Replay tools shall support dry run, bounded ranges, tenant scope, and audit.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTEVENT-006""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTJOB-001,P0,IMPLEMENTED_UNVERIFIED,60-platform/604_job_orchestration.md,36,4. Normative requirements,"A workflow shall persist state, attempts, checkpoints, input/output manifests, costs, warnings, and cancellation.",Automated test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/operations.py"",""src/sip/database.py"",""migrations/versions/0005_worker_candidate_idempotency.py"",""migrations/versions/0006_operation_trace_context.py""]","[""tests/unit/test_operations.py::test_pltjob_001_durable_idempotent_checkpoint_cancel_resume""]","[""build/reports/test-matrix.json"",""build/reports/tests/unit.xml""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTJOB-002,P0,NOT_STARTED,60-platform/604_job_orchestration.md,37,4. Normative requirements,Activity retries shall not duplicate published assets or charges.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTJOB-002""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTJOB-003,P0,NOT_STARTED,60-platform/604_job_orchestration.md,38,4. Normative requirements,Quality and license gates shall execute before publication.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTJOB-003""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTJOB-004,P1,NOT_STARTED,60-platform/604_job_orchestration.md,39,4. Normative requirements,"Manual-review tasks shall include scope, evidence, requested decision, possible outcomes, and impact.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTJOB-004""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTJOB-005,P1,NOT_STARTED,60-platform/604_job_orchestration.md,40,4. Normative requirements,Workflow upgrades shall preserve running jobs or migrate them explicitly.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTJOB-005""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTJOB-006,P1,NOT_STARTED,60-platform/604_job_orchestration.md,41,4. Normative requirements,Operators shall be able to pause queues or disable a model/profile without editing customer data.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTJOB-006""]",[],"[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]",
PLTVIEW-001,P0,IMPLEMENTED_UNVERIFIED,60-platform/605_web_viewer.md,36,4. Normative requirements,"The viewer shall support orbit, walk/fly, saved views, floor/room navigation, clipping, section boxes, entity selection, timeline, and synchronized comparison.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/web"",""src/sip/scene_runtime.py"",""src/sip/representations.py"",""src/sip/api.py"",""src/sip/database.py"",""migrations/versions/0012_scene_runtime_review.py"",""tools/run_demo.py""]","[""tests/contract/test_scene_runtime_api.py::test_scene_runtime_openapi_and_authenticated_viewer_session_contract"",""tests/e2e/test_platform_demonstrations.py::test_scene_runtime_review_demonstration"",""tests/integration/test_scene_runtime_review.py::test_policy_bound_viewer_session_is_immutable_replayable_and_never_persists_capabilities""]","[""build/evidence/demos/hybrid.json"",""build/evidence/demos/scene-runtime.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/e2e.xml"",""build/reports/tests/integration.xml"",""build/reports/web-runtime-test-report.json""]","[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTVIEW-002,P0,NOT_STARTED,60-platform/605_web_viewer.md,37,4. Normative requirements,Rendering shall stream bounded LOD/tile assets and maintain interactive frame budgets on supported devices.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-002""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTVIEW-003,P0,IMPLEMENTED_UNVERIFIED,60-platform/605_web_viewer.md,38,4. Normative requirements,"Selecting an entity shall show authority/source class, properties, history, evidence, tasks, permissions, and related documents when authorized.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/web"",""src/sip/scene_runtime.py"",""src/sip/representations.py"",""src/sip/api.py"",""src/sip/database.py"",""migrations/versions/0012_scene_runtime_review.py"",""tools/run_demo.py""]","[""tests/e2e/test_platform_demonstrations.py::test_scene_runtime_review_demonstration"",""tests/integration/test_scene_runtime_review.py::test_policy_bound_viewer_session_is_immutable_replayable_and_never_persists_capabilities""]","[""build/evidence/demos/hybrid.json"",""build/evidence/demos/scene-runtime.json"",""build/reports/test-matrix.json"",""build/reports/tests/e2e.xml"",""build/reports/tests/integration.xml"",""build/reports/web-runtime-test-report.json""]","[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTVIEW-004,P1,NOT_STARTED,60-platform/605_web_viewer.md,39,4. Normative requirements,The viewer shall display generated/inferred/reconstructed labels persistently and offer evidence view.,Automated test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-004""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTVIEW-005,P1,IMPLEMENTED_UNVERIFIED,60-platform/605_web_viewer.md,40,4. Normative requirements,"Keyboard navigation, screen-reader metadata panels, captions/transcripts, reduced motion, and high-contrast controls shall be supported.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/web"",""src/sip/scene_runtime.py"",""src/sip/representations.py"",""src/sip/api.py"",""src/sip/database.py"",""migrations/versions/0012_scene_runtime_review.py"",""tools/run_demo.py""]","[""tests/contract/test_web_viewer_runtime.py::test_pltview_005_accessibility_controls_and_semantic_fallback_are_executable""]","[""build/evidence/demos/hybrid.json"",""build/evidence/demos/scene-runtime.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/web-runtime-test-report.json""]","[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTVIEW-006,P1,IMPLEMENTED_UNVERIFIED,60-platform/605_web_viewer.md,41,4. Normative requirements,"Viewer sessions used for audit or reports shall be reproducible from saved camera, layers, commit, filters, and redaction state.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/web"",""src/sip/scene_runtime.py"",""src/sip/representations.py"",""src/sip/api.py"",""src/sip/database.py"",""migrations/versions/0012_scene_runtime_review.py"",""tools/run_demo.py""]","[""tests/integration/test_scene_runtime_review.py::test_policy_bound_viewer_session_is_immutable_replayable_and_never_persists_capabilities""]","[""build/evidence/demos/hybrid.json"",""build/evidence/demos/scene-runtime.json"",""build/reports/test-matrix.json"",""build/reports/tests/integration.xml"",""build/reports/web-runtime-test-report.json""]","[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTVIEW-007,P0,VERIFIED,60-platform/605_web_viewer.md,136,15. Version 1.1 hybrid runtime behavior,"Hybrid rendering shall keep visual, metric, interaction, design, and evidence roles independently selectable and labeled.",Viewer integration test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/web"",""src/sip/scene_runtime.py"",""src/sip/representations.py"",""src/sip/api.py"",""src/sip/database.py"",""migrations/versions/0012_scene_runtime_review.py"",""tools/run_demo.py""]","[""tests/contract/test_web_viewer_runtime.py::test_pltview_007_controls_drive_actual_canvas_role_directives""]","[""build/evidence/demos/hybrid.json"",""build/evidence/demos/scene-runtime.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/web-runtime-test-report.json""]","[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
PLTVIEW-008,P0,NOT_STARTED,60-platform/605_web_viewer.md,137,15. Version 1.1 hybrid runtime behavior,Proxy picking shall resolve to stable semantic entities and shall not expose primitive IDs as business identity.,Remesh test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-008""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTVIEW-009,P0,NOT_STARTED,60-platform/605_web_viewer.md,138,15. Version 1.1 hybrid runtime behavior,A measurement started on a proxy shall invoke metric re-resolution and display the resulting authority/verification class.,End-to-end test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-009""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTVIEW-010,P1,NOT_STARTED,60-platform/605_web_viewer.md,139,15. Version 1.1 hybrid runtime behavior,"Collision, navigation, occlusion, clipping, and spatial-audio sources shall be independently diagnosable.",UI test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-010""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTVIEW-011,P1,NOT_STARTED,60-platform/605_web_viewer.md,140,15. Version 1.1 hybrid runtime behavior,"Performance degradation shall preserve permissions, truth labels, safe navigation, and evidence access before optional visual quality.",Device-tier test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-011""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTVIEW-012,P1,NOT_STARTED,60-platform/605_web_viewer.md,141,15. Version 1.1 hybrid runtime behavior,The viewer shall provide a non-splat fallback without changing semantic identity or evidence links.,Compatibility test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-PLTVIEW-012""]",[],"[""IAM-001"",""PLT-002"",""REC-005"",""REC-008"",""REC-009"",""SCN-001""]","[""PLT-002"",""PLT-004""]",
PLTDESK-001,P0,IMPLEMENTED_UNVERIFIED,60-platform/606_desktop_review.md,36,4. Normative requirements,The reviewer shall inspect synchronized frame/depth/trajectory/geometry and allow correspondence creation with undo and provenance.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/desktop-review"",""src/sip/desktop_review.py"",""tests/integration/test_desktop_review.py""]","[""tests/integration/test_desktop_review.py::test_desktop_observations_synchronize_rgb_depth_trajectory_and_geometry"",""tests/integration/test_desktop_review.py::test_desktop_project_is_local_first_and_content_addressed"",""tests/integration/test_desktop_review.py::test_desktop_supports_all_correspondence_types"",""tests/integration/test_desktop_review.py::test_desktop_undo_and_redo_append_history_instead_of_rewriting""]","[""build/reports/desktop-review-test-report.json"",""build/reports/test-matrix.json"",""build/reports/tests/integration.xml""]","[""IAM-001"",""REC-005"",""SCN-001""]","[""PLT-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTDESK-002,P0,IMPLEMENTED_UNVERIFIED,60-platform/606_desktop_review.md,37,4. Normative requirements,"The reviewer shall visualize factor residuals, loop constraints, source weights, and region uncertainty.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/desktop-review"",""src/sip/desktop_review.py"",""tests/integration/test_desktop_review.py""]","[""tests/integration/test_desktop_review.py::test_desktop_records_factor_residuals_and_loop_constraints"",""tests/integration/test_desktop_review.py::test_desktop_records_source_weights_and_regional_uncertainty""]","[""build/reports/desktop-review-test-report.json"",""build/reports/test-matrix.json"",""build/reports/tests/integration.xml""]","[""IAM-001"",""REC-005"",""SCN-001""]","[""PLT-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTDESK-003,P0,IMPLEMENTED_UNVERIFIED,60-platform/606_desktop_review.md,38,4. Normative requirements,"Offline changes shall preserve local identity, author, base commit, and conflict information.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/desktop-review"",""src/sip/desktop_review.py"",""tests/integration/test_desktop_review.py""]","[""tests/integration/test_desktop_review.py::test_desktop_branch_history_preserves_base_commit_identity"",""tests/integration/test_desktop_review.py::test_desktop_offline_merge_preserves_conflicts""]","[""build/reports/desktop-review-test-report.json"",""build/reports/test-matrix.json"",""build/reports/tests/integration.xml""]","[""IAM-001"",""REC-005"",""SCN-001""]","[""PLT-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
PLTDESK-004,P1,IMPLEMENTED_UNVERIFIED,60-platform/606_desktop_review.md,39,4. Normative requirements,The application shall not require cloud login for authorized local-only projects.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/desktop-review"",""src/sip/desktop_review.py"",""tests/integration/test_desktop_review.py""]","[""tests/integration/test_desktop_review.py::test_desktop_authorized_local_project_requires_no_cloud_login""]","[""build/reports/desktop-review-test-report.json"",""build/reports/test-matrix.json"",""build/reports/tests/integration.xml""]","[""IAM-001"",""REC-005"",""SCN-001""]","[""PLT-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
